Postcode,Plaatsnaam,Deelgemeente,Hoofdgemeente,Provincie
7100,Haine-Saint-Pierre,Ja,LA LOUVIÈRE,HENEGOUWEN
7350,Hainin,Ja,HENSIES,HENEGOUWEN
3300,Hakendover,Ja,TIENEN,VLAAMS-BRABANT
6792,Halanzy,Ja,AUBANGE,LUXEMBURG
3545,Halen,Neen,HALEN,LIMBURG
2220,Hallaar,Ja,HEIST-OP-DEN-BERG,ANTWERPEN
1500,Halle,Neen,HALLE,VLAAMS-BRABANT
2980,Halle,Ja,ZOERSEL,ANTWERPEN
3440,Halle-Booienhoven,Ja,ZOUTLEEUW,VLAAMS-BRABANT
6986,Halleux,Ja,LA ROCHE-EN-ARDENNE,LUXEMBURG
6922,Halma,Ja,WELLIN,LUXEMBURG
3800,Halmaal,Ja,SINT-TRUIDEN,LIMBURG
5340,Haltinne,Ja,GESVES,NAMEN
6120,Ham-Sur-Heure,Neen,HAM-SUR-HEURE,HENEGOUWEN
5190,Ham-Sur-Sambre,Ja,JEMEPPE-SUR-SAMBRE,NAMEN
6840,Hamipré,Ja,NEUFCHÂTEAU,LUXEMBURG
1785,Hamme,Ja,MERCHTEM,VLAAMS-BRABANT
9220,Hamme,Neen,HAMME,OOST-VLAANDEREN
1320,Hamme-Mille,Ja,BEAUVECHAIN,WAALS-BRABANT
4180,Hamoir,Neen,HAMOIR,LUIK
5360,Hamois,Neen,HAMOIS,NAMEN
3930,Hamont,Ja,HAMONT-ACHEL,LIMBURG
6990,Hampteau,Ja,HOTTON,LUXEMBURG
5580,Han-Sur-Lesse,Ja,ROCHEFORT,NAMEN
8610,Handzame,Ja,KORTEMARK,WEST-VLAANDEREN
4357,Haneffe,Ja,DONCEEL,LUIK
4210,Hannêche,Ja,BURDINNE,LUIK
4280,Hannut,Neen,HANNUT,LUIK
5310,Hanret,Ja,EGHEZÉE,NAMEN
9850,Hansbeke,Ja,DEINZE,OOST-VLAANDEREN
6560,Hantes-Wihéries,Ja,ERQUELINNES,HENEGOUWEN
5621,Hanzinelle,Ja,FLORENNES,NAMEN
5621,Hanzinne,Ja,FLORENNES,NAMEN
7321,Harchies,Ja,BERNISSART,HENEGOUWEN
8530,Harelbeke,Neen,HARELBEKE,WEST-VLAANDEREN
1130,Haren,Ja,BRUSSEL,BRUSSEL
3700,Haren,Ja,TONGEREN,LIMBURG
3840,Haren,Ja,BORGLOON,LIMBURG
6900,Hargimont,Ja,MARCHE-EN-FAMENNE,LUXEMBURG
7022,Harmignies,Ja,MONS,HENEGOUWEN
6767,Harnoncourt,Ja,ROUVROY,LUXEMBURG
6960,Harre,Ja,MANHAY,LUXEMBURG
6950,Harsin,Ja,NASSOGNE,LUXEMBURG
7022,Harveng,Ja,MONS,HENEGOUWEN
4920,Harzé,Ja,AYWAILLE,LUIK
3500,Hasselt,Neen,HASSELT,LIMBURG
5540,Hastière-Lavaux,Ja,HASTIÈRE,NAMEN
5541,Hastière-Par-Delà,Ja,HASTIÈRE,NAMEN
6870,Hatrival,Ja,SAINT-HUBERT,LUXEMBURG
7120,Haulchin,Ja,ESTINNES,HENEGOUWEN
4730,Hauset,Ja,RAEREN,LUIK
6929,Haut-Fays,Ja,DAVERDISSE,LUXEMBURG
1461,Haut-Ittre,Ja,ITTRE,WAALS-BRABANT
5537,Haut-Le-Wastia,Ja,ANHÉE,NAMEN
7334,Hautrage,Ja,SAINT-GHISLAIN,HENEGOUWEN
7041,Havay,Ja,QUÉVY,HENEGOUWEN
5370,Havelange,Neen,HAVELANGE,NAMEN
5590,Haversin,Ja,CINEY,NAMEN
7531,Havinnes,Ja,TOURNAI,HENEGOUWEN
7021,Havré,Ja,MONS,HENEGOUWEN
3940,Hechtel,Ja,HECHTEL-EKSEL,LIMBURG
5543,Heer,Ja,HASTIÈRE,NAMEN
3870,Heers,Neen,HEERS,LIMBURG
3740,Hees,Ja,BILZEN,LIMBURG
8551,Heestert,Ja,ZWEVEGEM,WEST-VLAANDEREN
2801,Heffen,Ja,MECHELEN,ANTWERPEN
1670,Heikruis,Ja,PEPINGEN,VLAAMS-BRABANT
2830,Heindonk,Ja,WILLEBROEK,ANTWERPEN
6700,Heinsch,Ja,ARLON,LUXEMBURG
8301,Heist-Aan-Zee,Ja,KNOKKE-HEIST,WEST-VLAANDEREN
2220,Heist-Op-Den-Berg,Neen,HEIST-OP-DEN-BERG,ANTWERPEN
1790,Hekelgem,Ja,AFFLIGEM,VLAAMS-BRABANT
3870,Heks,Ja,HEERS,LIMBURG
3530,Helchteren,Ja,HOUTHALEN-HELCHTEREN,LIMBURG
9450,Heldergem,Ja,HAALTERT,OOST-VLAANDEREN
3440,Helen-Bos,Ja,ZOUTLEEUW,VLAAMS-BRABANT
8587,Helkijn,Ja,SPIERE-HELKIJN,WEST-VLAANDEREN
7830,Hellebecq,Ja,SILLY,HENEGOUWEN
9571,Hemelveerdegem,Ja,LIERDE,OOST-VLAANDEREN
2620,Hemiksem,Neen,HEMIKSEM,ANTWERPEN
5380,Hemptinne,Ja,FERNELMONT,NAMEN
5620,Hemptinne-Lez-Florennes,Ja,FLORENNES,NAMEN
3840,Hendrieken,Ja,BORGLOON,LIMBURG
3700,Henis,Ja,TONGEREN,LIMBURG
7090,Hennuyères,Ja,BRAINE-LE-COMTE,HENEGOUWEN
4841,Henri-Chapelle,Ja,WELKENRAEDT,LUIK
7090,Henripont,Ja,BRAINE-LE-COMTE,HENEGOUWEN
7350,Hensies,Neen,HENSIES,HENEGOUWEN
3971,Heppen,Ja,LEOPOLDSBURG,LIMBURG
4771,Heppenbach,Ja,AMEL,LUIK
6220,Heppignies,Ja,FLEURUS,HENEGOUWEN
6887,Herbeumont,Neen,HERBEUMONT,LUXEMBURG
7050,Herchies,Ja,JURBISE,HENEGOUWEN
3770,Herderen,Ja,RIEMST,LIMBURG
9310,Herdersem,Ja,AALST,OOST-VLAANDEREN
3020,Herent,Neen,HERENT,VLAAMS-BRABANT
2200,Herentals,Neen,HERENTALS,ANTWERPEN
2270,Herenthout,Neen,HERENTHOUT,ANTWERPEN
1540,Herfelingen,Ja,HERNE,VLAAMS-BRABANT
4728,Hergenrath,Ja,KELMIS,LUIK
7742,Hérinnes-Lez-Pecq,Ja,PECQ,HENEGOUWEN
3540,Herk-De-Stad,Neen,HERK-DE-STAD,LIMBURG
4681,Hermalle-Sous-Argenteau,Ja,OUPEYE,LUIK
4480,Hermalle-Sous-Huy,Ja,ENGIS,LUIK
4680,Hermée,Ja,OUPEYE,LUIK
5540,Hermeton-Sur-Meuse,Ja,HASTIÈRE,NAMEN
1540,Herne,Neen,HERNE,VLAAMS-BRABANT
4217,Héron,Neen,HÉRON,LUIK
7911,Herquegies,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7712,Herseaux,Ja,MOESKROEN,HENEGOUWEN
2230,Herselt,Neen,HERSELT,ANTWERPEN
4040,Herstal,Neen,HERSTAL,LUIK
3717,Herstappe,Neen,HERSTAPPE,LIMBURG
7522,Hertain,Ja,TOURNAI,HENEGOUWEN
3831,Herten,Ja,WELLEN,LIMBURG
8020,Hertsberge,Ja,OOSTKAMP,WEST-VLAANDEREN
4650,Herve,Neen,HERVE,LUIK
9550,Herzele,Neen,HERZELE,OOST-VLAANDEREN
8501,Heule,Ja,KORTRIJK,WEST-VLAANDEREN
5377,Heure,Ja,SOMME-LEUZE,NAMEN
4682,Heure-Le-Romain,Ja,OUPEYE,LUIK
9700,Heurne,Ja,OUDENAARDE,OOST-VLAANDEREN
3550,Heusden,Ja,HEUSDEN-ZOLDER,LIMBURG
9070,Heusden,Ja,DESTELBERGEN,OOST-VLAANDEREN
3550,Heusden-Zolder,Neen,HEUSDEN-ZOLDER,LIMBURG
4802,Heusy,Ja,VERVIERS,LUIK
3191,Hever,Ja,BOORTMEERBEEK,VLAAMS-BRABANT
3001,Heverlee,Ja,LEUVEN,VLAAMS-BRABANT
1435,Hévillers,Ja,MONT-SAINT-GUIBERT,WAALS-BRABANT
6941,Heyd,Ja,DURBUY,LUXEMBURG
1733,HighCo DATA,,HighCo DATA,
9550,Hillegem,Ja,HERZELE,OOST-VLAANDEREN
2880,Hingene,Ja,BORNEM,ANTWERPEN
5380,Hingeon,Ja,FERNELMONT,NAMEN
6984,Hives,Ja,LA ROCHE-EN-ARDENNE,LUXEMBURG
2660,Hoboken,Ja,ANTWERPEN,ANTWERPEN
4351,Hodeige,Ja,REMICOURT,LUIK
6987,Hodister,Ja,RENDEUX,LUXEMBURG
4162,Hody,Ja,ANTHISNES,LUIK
3320,Hoegaarden,Neen,HOEGAARDEN,VLAAMS-BRABANT
1560,Hoeilaart,Neen,HOEILAART,VLAAMS-BRABANT
8340,Hoeke,Ja,DAMME,WEST-VLAANDEREN
3746,Hoelbeek,Ja,BILZEN,LIMBURG
3471,Hoeleden,Ja,KORTENAKEN,VLAAMS-BRABANT
3840,Hoepertingen,Ja,BORGLOON,LIMBURG
3730,Hoeselt,Neen,HOESELT,LIMBURG
2940,Hoevenen,Ja,STABROEK,ANTWERPEN
1981,Hofstade,Ja,ZEMST,VLAAMS-BRABANT
9308,Hofstade,Ja,AALST,OOST-VLAANDEREN
5377,Hogne,Ja,SOMME-LEUZE,NAMEN
4342,Hognoul,Ja,AWANS,LUIK
7620,Hollain,Ja,BRUNEHAUT,HENEGOUWEN
6637,Hollange,Ja,FAUVILLERS,LUXEMBURG
8902,Hollebeke,Ja,IEPER,WEST-VLAANDEREN
4460,Hollogne-Aux-Pierres,Ja,GRÂCE-HOLLOGNE,LUIK
4250,Hollogne-Sur-Geer,Ja,GEER,LUIK
3220,Holsbeek,Neen,HOLSBEEK,VLAAMS-BRABANT
2811,Hombeek,Ja,MECHELEN,ANTWERPEN
4852,Hombourg,Ja,PLOMBIÈRES,LUIK
6640,Hompré,Ja,VAUX-SUR-SÛRE,LUXEMBURG
6780,Hondelange,Ja,MESSANCY,LUXEMBURG
5570,Honnay,Ja,BEAURAING,NAMEN
8830,Hooglede,Neen,HOOGLEDE,WEST-VLAANDEREN
8690,Hoogstade,Ja,ALVERINGEM,WEST-VLAANDEREN
2320,Hoogstraten,Neen,HOOGSTRATEN,ANTWERPEN
4460,Horion-Hozémont,Ja,GRÂCE-HOLLOGNE,LUIK
7301,Hornu,Ja,BOUSSU,HENEGOUWEN
3870,Horpmaal,Ja,HEERS,LIMBURG
7060,Horrues,Ja,SOIGNIES,HENEGOUWEN
6990,Hotton,Neen,HOTTON,LUXEMBURG
6724,Houdemont,Ja,HABAY,LUXEMBURG
7110,Houdeng-Aimeries,Ja,LA LOUVIÈRE,HENEGOUWEN
7110,Houdeng-Goegnies,Ja,LA LOUVIÈRE,HENEGOUWEN
5575,Houdremont,Ja,GEDINNE,NAMEN
6660,Houffalize,Neen,HOUFFALIZE,LUXEMBURG
5563,Hour,Ja,HOUYET,NAMEN
4671,Housse,Ja,BLÉGNY,LUIK
1476,Houtain-Le-Val,Ja,GENAPPE,WAALS-BRABANT
4682,Houtain-Saint-Siméon,Ja,OUPEYE,LUIK
7812,Houtaing,Ja,ATH,HENEGOUWEN
8377,Houtave,Ja,ZUIENKERKE,WEST-VLAANDEREN
8630,Houtem,Ja,VEURNE,WEST-VLAANDEREN
3530,Houthalen,Ja,HOUTHALEN-HELCHTEREN,LIMBURG
7781,Houthem,Ja,KOMEN-WAASTEN,HENEGOUWEN
8650,Houthulst,Neen,HOUTHULST,WEST-VLAANDEREN
2235,Houtvenne,Ja,HULSHOUT,ANTWERPEN
3390,Houwaart,Ja,TIELT-WINGE,VLAAMS-BRABANT
5530,Houx,Ja,YVOIR,NAMEN
5560,Houyet,Neen,HOUYET,NAMEN
2540,Hove,Neen,HOVE,ANTWERPEN
7830,Hoves,Ja,SILLY,HENEGOUWEN
7624,Howardries,Ja,BRUNEHAUT,HENEGOUWEN
4520,Huccorgne,Ja,WANZE,LUIK
9750,Huise,Ja,KRUISEM,OOST-VLAANDEREN
7950,Huissignies,Ja,CHIÈVRES,HENEGOUWEN
1654,Huizingen,Ja,BEERSEL,VLAAMS-BRABANT
3040,Huldenberg,Neen,HULDENBERG,VLAAMS-BRABANT
2235,Hulshout,Neen,HULSHOUT,ANTWERPEN
5560,Hulsonniaux,Ja,HOUYET,NAMEN
8531,Hulste,Ja,HARELBEKE,WEST-VLAANDEREN
6900,Humain,Ja,MARCHE-EN-FAMENNE,LUXEMBURG
1851,Humbeek,Ja,GRIMBERGEN,VLAAMS-BRABANT
9630,Hundelgem,Ja,ZWALM,OOST-VLAANDEREN
1367,Huppaye,Ja,RAMILLIES,WAALS-BRABANT
4500,Huy,Neen,HUY,LUIK
7022,Hyon,Ja,MONS,HENEGOUWEN
8480,Ichtegem,Neen,ICHTEGEM,WEST-VLAANDEREN
9472,Iddergem,Ja,DENDERLEEUW,OOST-VLAANDEREN
9506,Idegem,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
8900,Ieper,Neen,IEPER,WEST-VLAANDEREN
9340,Impe,Ja,LEDE,OOST-VLAANDEREN
1315,Incourt,Neen,INCOURT,WAALS-BRABANT
8770,Ingelmunster,Neen,INGELMUNSTER,WEST-VLAANDEREN
8570,Ingooigem,Ja,ANZEGEM,WEST-VLAANDEREN
1041,International press center,,International press center,
7801,Irchonwelz,Ja,ATH,HENEGOUWEN
7822,Isières,Ja,ATH,HENEGOUWEN
5032,Isnes,Ja,GEMBLOUX,NAMEN
2222,Itegem,Ja,HEIST-OP-DEN-BERG,ANTWERPEN
1701,Itterbeek,Ja,DILBEEK,VLAAMS-BRABANT
1460,Ittre,Neen,ITTRE,WAALS-BRABANT
4400,Ivoz-Ramet,Ja,FLÉMALLE,LUIK
8870,Izegem,Neen,IZEGEM,WEST-VLAANDEREN
6810,Izel,Ja,CHINY,LUXEMBURG
8691,Izenberge,Ja,ALVERINGEM,WEST-VLAANDEREN
6941,Izier,Ja,DURBUY,LUXEMBURG
8490,Jabbeke,Neen,JABBEKE,WEST-VLAANDEREN
4845,Jalhay,Neen,JALHAY,LUIK
5354,Jallet,Ja,OHEY,NAMEN
5600,Jamagne,Ja,PHILIPPEVILLE,NAMEN
5100,Jambes,Ja,NAMUR,NAMEN
5600,Jamiolle,Ja,PHILIPPEVILLE,NAMEN
6120,Jamioulx,Ja,HAM-SUR-HEURE,HENEGOUWEN
6810,Jamoigne,Ja,CHINY,LUXEMBURG
1350,Jandrain-Jandrenouille,Ja,ORP-JAUCHE,WAALS-BRABANT
1350,Jauche,Ja,ORP-JAUCHE,WAALS-BRABANT
1370,Jauchelette,Ja,JODOIGNE,WAALS-BRABANT
5570,Javingue,Ja,BEAURAING,NAMEN
4540,Jehay,Ja,AMAY,LUIK
6880,Jehonville,Ja,BERTRIX,LUXEMBURG
7012,Jemappes,Ja,MONS,HENEGOUWEN
5580,Jemelle,Ja,ROCHEFORT,NAMEN
5589,Jemelle,,Jemelle,
4101,Jemeppe-Sur-Meuse,Ja,SERAING,LUIK
5190,Jemeppe-Sur-Sambre,Neen,JEMEPPE-SUR-SAMBRE,NAMEN
4357,Jeneffe,Ja,DONCEEL,LUIK
5370,Jeneffe,Ja,HAVELANGE,NAMEN
3840,Jesseren,Ja,BORGLOON,LIMBURG
1090,Jette,Neen,JETTE,BRUSSEL
3890,Jeuk,Ja,GINGELOM,LIMBURG
1370,Jodoigne,Neen,JODOIGNE,WAALS-BRABANT
1370,Jodoigne-Souveraine,Ja,JODOIGNE,WAALS-BRABANT
7620,Jollain-Merlin,Ja,BRUNEHAUT,HENEGOUWEN
6280,Joncret,Ja,GERPINNES,HENEGOUWEN
4650,Julémont,Ja,HERVE,LUIK
6040,Jumet,Ja,CHARLEROI,HENEGOUWEN
4020,Jupille-Sur-Meuse,Ja,LIÈGE,LUIK
4450,Juprelle,Neen,JUPRELLE,LUIK
7050,Jurbise,Neen,JURBISE,HENEGOUWEN
6642,Juseret,Ja,VAUX-SUR-SÛRE,LUXEMBURG
8600,Kaaskerke,Ja,DIKSMUIDE,WEST-VLAANDEREN
8870,Kachtem,Ja,IZEGEM,WEST-VLAANDEREN
3293,Kaggevinne,Ja,DIEST,VLAAMS-BRABANT
7540,Kain,Ja,TOURNAI,HENEGOUWEN
9270,Kalken,Ja,LAARNE,OOST-VLAANDEREN
9120,Kallo,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
9130,Kallo,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
2920,Kalmthout,Neen,KALMTHOUT,ANTWERPEN
1008,Kamer van Volksvertegenwoordigers,,Kamer van Volksvertegenwoordigers,
1910,Kampenhout,Neen,KAMPENHOUT,VLAAMS-BRABANT
8700,Kanegem,Ja,TIELT,WEST-VLAANDEREN
3770,Kanne,Ja,RIEMST,LIMBURG
1880,Kapelle-Op-Den-Bos,Neen,KAPELLE-OP-DEN-BOS,VLAAMS-BRABANT
2950,Kapellen,Neen,KAPELLEN,ANTWERPEN
3381,Kapellen,Ja,GLABBEEK,VLAAMS-BRABANT
9970,Kaprijke,Neen,KAPRIJKE,OOST-VLAANDEREN
8572,Kaster,Ja,ANZEGEM,WEST-VLAANDEREN
2460,Kasterlee,Neen,KASTERLEE,ANTWERPEN
3950,Kaulille,Ja,BOCHOLT,LIMBURG
3140,Keerbergen,Neen,KEERBERGEN,VLAAMS-BRABANT
8600,Keiem,Ja,DIKSMUIDE,WEST-VLAANDEREN
4720,Kelmis,Neen,KELMIS,LUIK
4367,Kemexhe,Ja,CRISNÉE,LUIK
8956,Kemmel,Ja,HEUVELLAND,WEST-VLAANDEREN
9190,Kemzeke,Ja,STEKENE,OOST-VLAANDEREN
8581,Kerkhove,Ja,AVELGEM,WEST-VLAANDEREN
3370,Kerkom,Ja,BOUTERSEM,VLAAMS-BRABANT
3800,Kerkom-Bij-Sint-Truiden,Ja,SINT-TRUIDEN,LIMBURG
9451,Kerksken,Ja,HAALTERT,OOST-VLAANDEREN
3510,Kermt,Ja,HASSELT,LIMBURG
3840,Kerniel,Ja,BORGLOON,LIMBURG
3472,Kersbeek-Miskom,Ja,KORTENAKEN,VLAAMS-BRABANT
2560,Kessel,Ja,NIJLEN,ANTWERPEN
3010,Kessel Lo,Ja,LEUVEN,VLAAMS-BRABANT
3640,Kessenich,Ja,KINROOI,LIMBURG
1755,Kester,Ja,GOOIK,VLAAMS-BRABANT
4701,Kettenis,Ja,EUPEN,LUIK
5060,Keumiée,Ja,SAMBREVILLE,NAMEN
9130,Kieldrecht,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
3640,Kinrooi,Neen,KINROOI,LIMBURG
3870,Klein-Gelmen,Ja,HEERS,LIMBURG
3990,Kleine-Brogel,Ja,PEER,LIMBURG
3740,Kleine-Spouwen,Ja,BILZEN,LIMBURG
8420,Klemskerke,Ja,DE HAAN,WEST-VLAANDEREN
8650,Klerken,Ja,HOUTHULST,WEST-VLAANDEREN
9940,Kluizen,Ja,EVERGEM,OOST-VLAANDEREN
9910,Knesselare,Ja,AALTER,OOST-VLAANDEREN
8300,Knokke,Ja,KNOKKE-HEIST,WEST-VLAANDEREN
1730,Kobbegem,Ja,ASSE,VLAAMS-BRABANT
8680,Koekelare,Neen,KOEKELARE,WEST-VLAANDEREN
1081,Koekelberg,Neen,KOEKELBERG,BRUSSEL
3582,Koersel,Ja,BERINGEN,LIMBURG
8670,Koksijde,Neen,KOKSIJDE,WEST-VLAANDEREN
3700,Kolmont,Ja,TONGEREN,LIMBURG
3840,Kolmont,Ja,BORGLOON,LIMBURG
7780,Komen,Ja,KOMEN-WAASTEN,HENEGOUWEN
7780,Komen-Waasten,Neen,KOMEN-WAASTEN,HENEGOUWEN
2500,Koningshooikt,Ja,LIER,ANTWERPEN
3700,Koninksem,Ja,TONGEREN,LIMBURG
2550,Kontich,Neen,KONTICH,ANTWERPEN
8510,Kooigem,Ja,KORTRIJK,WEST-VLAANDEREN
8000,Koolkerke,Ja,BRUGGE,WEST-VLAANDEREN
8851,Koolskamp,Ja,ARDOOIE,WEST-VLAANDEREN
3060,Korbeek-Dijle,Ja,BERTEM,VLAAMS-BRABANT
3360,Korbeek-Lo,Ja,BIERBEEK,VLAAMS-BRABANT
8610,Kortemark,Neen,KORTEMARK,WEST-VLAANDEREN
3470,Kortenaken,Neen,KORTENAKEN,VLAAMS-BRABANT
3070,Kortenberg,Neen,KORTENBERG,VLAAMS-BRABANT
3720,Kortessem,Neen,KORTESSEM,LIMBURG
3890,Kortijs,Ja,GINGELOM,LIMBURG
8500,Kortrijk,Neen,KORTRIJK,WEST-VLAANDEREN
3220,Kortrijk-Dutsel,Ja,HOLSBEEK,VLAAMS-BRABANT
3850,Kozen,Ja,NIEUWERKERKEN,LIMBURG
1950,Kraainem,Neen,KRAAINEM,VLAAMS-BRABANT
8972,Krombeke,Ja,POPERINGE,WEST-VLAANDEREN
9150,Kruibeke,Neen,KRUIBEKE,OOST-VLAANDEREN
9770,Kruishoutem,Ja,KRUISEM,OOST-VLAANDEREN
3300,Kumtich,Ja,TIENEN,VLAAMS-BRABANT
3511,Kuringen,Ja,HASSELT,LIMBURG
3840,Kuttekoven,Ja,BORGLOON,LIMBURG
8520,Kuurne,Neen,KUURNE,WEST-VLAANDEREN
3945,Kwaadmechelen,Ja,HAM,LIMBURG
9690,Kwaremont,Ja,KLUISBERGEN,OOST-VLAANDEREN
1320,L'Ecluse,Ja,BEAUVECHAIN,WAALS-BRABANT
6464,L'Escaillère,Ja,CHIMAY,HENEGOUWEN
7080,La Bouverie,Ja,FRAMERIES,HENEGOUWEN
7611,La Glanerie,Ja,RUMES,HENEGOUWEN
4987,La Gleize,Ja,STOUMONT,LUIK
7170,La Hestre,Ja,MANAGE,HENEGOUWEN
1310,La Hulpe,Neen,LA HULPE,WAALS-BRABANT
7100,La Louvière,Neen,LA LOUVIÈRE,HENEGOUWEN
4910,La Reid,Ja,THEUX,LUIK
6980,La Roche-En-Ardenne,Neen,LA ROCHE-EN-ARDENNE,LUXEMBURG
3400,Laar,Ja,LANDEN,VLAAMS-BRABANT
9270,Laarne,Neen,LAARNE,OOST-VLAANDEREN
6567,Labuissière,Ja,MERBES-LE-CHÂTEAU,HENEGOUWEN
6821,Lacuisine,Ja,FLORENVILLE,LUXEMBURG
7950,Ladeuze,Ja,CHIÈVRES,HENEGOUWEN
5550,Laforêt,Ja,VRESSE-SUR-SEMOIS,NAMEN
7890,Lahamaide,Ja,ELLEZELLES,HENEGOUWEN
1020,Laken,Ja,BRUSSEL,BRUSSEL
7522,Lamain,Ja,TOURNAI,HENEGOUWEN
4800,Lambermont,Ja,VERVIERS,LUIK
6220,Lambusart,Ja,FLEURUS,HENEGOUWEN
4350,Lamine,Ja,REMICOURT,LUIK
4210,Lamontzée,Ja,BURDINNE,LUIK
6767,Lamorteau,Ja,ROUVROY,LUXEMBURG
8600,Lampernisse,Ja,DIKSMUIDE,WEST-VLAANDEREN
3620,Lanaken,Neen,LANAKEN,LIMBURG
4600,Lanaye,Ja,VISÉ,LUIK
9850,Landegem,Ja,DEINZE,OOST-VLAANDEREN
6111,Landelies,Ja,MONTIGNY-LE-TILLEUL,HENEGOUWEN
3400,Landen,Neen,LANDEN,VLAAMS-BRABANT
5300,Landenne,Ja,ANDENNE,NAMEN
9860,Landskouter,Ja,OOSTERZELE,OOST-VLAANDEREN
5651,Laneffe,Ja,WALCOURT,NAMEN
3201,Langdorp,Ja,AARSCHOT,VLAAMS-BRABANT
8920,Langemark,Ja,LANGEMARK-POELKAPELLE,WEST-VLAANDEREN
3650,Lanklaar,Ja,DILSEN-STOKKEM,LIMBURG
7800,Lanquesaint,Ja,ATH,HENEGOUWEN
4450,Lantin,Ja,JUPRELLE,LUIK
4300,Lantremange,Ja,WAREMME,LUIK
7622,Laplaigne,Ja,BRUNEHAUT,HENEGOUWEN
8340,Lapscheure,Ja,DAMME,WEST-VLAANDEREN
1380,Lasne-Chapelle-Saint-Lambert,Ja,LASNE,WAALS-BRABANT
1370,Lathuy,Ja,JODOIGNE,WAALS-BRABANT
4261,Latinne,Ja,BRAIVES,LUIK
6761,Latour,Ja,VIRTON,LUXEMBURG
3700,Lauw,Ja,TONGEREN,LIMBURG
8930,Lauwe,Ja,MENEN,WEST-VLAANDEREN
6681,Lavacherie,Ja,SAINTE-ODE,LUXEMBURG
5580,Lavaux-Sainte-Anne,Ja,ROCHEFORT,NAMEN
4217,Lavoir,Ja,HÉRON,LUIK
5670,Le Mesnil,Ja,VIROINVAL,NAMEN
7070,Le Roeulx,Neen,LE ROEULX,HENEGOUWEN
5070,Le Roux,Ja,FOSSES-LA-VILLE,NAMEN
9280,Lebbeke,Neen,LEBBEKE,OOST-VLAANDEREN
9340,Lede,Neen,LEDE,OOST-VLAANDEREN
9050,Ledeberg,Ja,GENT,OOST-VLAANDEREN
8880,Ledegem,Neen,LEDEGEM,WEST-VLAANDEREN
3061,Leefdaal,Ja,BERTEM,VLAAMS-BRABANT
1755,Leerbeek,Ja,GOOIK,VLAAMS-BRABANT
6142,Leernes,Ja,FONTAINE-L'EVÊQUE,HENEGOUWEN
6530,Leers-Et-Fosteau,Ja,THUIN,HENEGOUWEN
7730,Leers-Nord,Ja,ESTAIMPUIS,HENEGOUWEN
2811,Leest,Ja,MECHELEN,ANTWERPEN
9620,Leeuwergem,Ja,ZOTTEGEM,OOST-VLAANDEREN
8432,Leffinge,Ja,MIDDELKERKE,WEST-VLAANDEREN
6860,Léglise,Neen,LÉGLISE,LUXEMBURG
5590,Leignon,Ja,CINEY,NAMEN
8691,Leisele,Ja,ALVERINGEM,WEST-VLAANDEREN
8600,Leke,Ja,DIKSMUIDE,WEST-VLAANDEREN
1502,Lembeek,Ja,HALLE,VLAAMS-BRABANT
9971,Lembeke,Ja,KAPRIJKE,OOST-VLAANDEREN
9820,Lemberge,Ja,MERELBEKE,OOST-VLAANDEREN
8860,Lendelede,Neen,LENDELEDE,WEST-VLAANDEREN
7870,Lens,Neen,LENS,HENEGOUWEN
4280,Lens-Saint-Remy,Ja,HANNUT,LUIK
4250,Lens-Saint-Servais,Ja,GEER,LUIK
4360,Lens-Sur-Geer,Ja,OREYE,LUIK
3970,Leopoldsburg,Neen,LEOPOLDSBURG,LIMBURG
4560,Les Avins,Ja,CLAVIER,LUIK
6811,Les Bulles,Ja,CHINY,LUXEMBURG
6830,Les Hayons,Ja,BOUILLON,LUXEMBURG
4317,Les Waleffes,Ja,FAIMES,LUIK
7621,Lesdain,Ja,BRUNEHAUT,HENEGOUWEN
7860,Lessines,Neen,LESSINES,HENEGOUWEN
5580,Lessive,Ja,ROCHEFORT,NAMEN
6953,Lesterny,Ja,NASSOGNE,LUXEMBURG
5170,Lesve,Ja,PROFONDEVILLE,NAMEN
7850,Lettelingen,Ja,EDINGEN,HENEGOUWEN
9521,Letterhoutem,Ja,SINT-LIEVENS-HOUTEM,OOST-VLAANDEREN
6500,Leugnies,Ja,BEAUMONT,HENEGOUWEN
9700,Leupegem,Ja,OUDENAARDE,OOST-VLAANDEREN
3630,Leut,Ja,MAASMECHELEN,LIMBURG
3000,Leuven,Neen,LEUVEN,VLAAMS-BRABANT
5310,Leuze,Ja,EGHEZÉE,NAMEN
7900,Leuze-En-Hainaut,Neen,LEUZE-EN-HAINAUT,HENEGOUWEN
6500,Leval-Chaudeville,Ja,BEAUMONT,HENEGOUWEN
7134,Leval-Trahegnies,Ja,BINCHE,HENEGOUWEN
6238,Liberchies,Ja,PONT-À-CELLES,HENEGOUWEN
6890,Libin,Neen,LIBIN,LUXEMBURG
6800,Libramont-Chevigny,Neen,LIBRAMONT-CHEVIGNY,LUXEMBURG
2460,Lichtaart,Ja,KASTERLEE,ANTWERPEN
8810,Lichtervelde,Neen,LICHTERVELDE,WEST-VLAANDEREN
1770,Liedekerke,Neen,LIEDEKERKE,VLAAMS-BRABANT
